period_utc,respondent,demand_mwh,solar_mwh,wind_mwh,nuclear_mwh,net_load_mwh,residual_load_after_nuclear_mwh
2025-04-25 04:00:00-05:00,CISO,22862.0,-52.0,3768.0,1134.0,19146.0,18012.0
2025-04-25 05:00:00-05:00,CISO,21935.0,-52.0,3542.0,1135.0,18445.0,17310.0
2025-04-25 06:00:00-05:00,CISO,21118.0,-52.0,3785.0,1135.0,17385.0,16250.0
2025-04-25 07:00:00-05:00,CISO,21079.0,-52.0,3801.0,1135.0,17330.0,16195.0
2025-04-25 08:00:00-05:00,CISO,21163.0,-53.0,3510.0,1136.0,17706.0,16570.0
2025-04-25 09:00:00-05:00,CISO,21967.0,-52.0,3213.0,1135.0,18806.0,17671.0
2025-04-25 10:00:00-05:00,CISO,23318.0,1327.0,3022.0,1135.0,18969.0,17834.0
2025-04-25 11:00:00-05:00,CISO,24680.0,7814.0,2820.0,1135.0,14046.0,12911.0
2025-04-25 12:00:00-05:00,CISO,26046.0,12310.0,2985.0,1136.0,10751.0,9615.0
2025-04-25 13:00:00-05:00,CISO,26853.0,14163.0,2898.0,1136.0,9792.0,8656.0
2025-04-25 14:00:00-05:00,CISO,26135.0,14608.0,2698.0,1135.0,8829.0,7694.0
2025-04-25 15:00:00-05:00,CISO,26374.0,16843.0,2731.0,1135.0,6800.0,5665.0
2025-04-25 16:00:00-05:00,CISO,25904.0,17285.0,2715.0,1135.0,5904.0,4769.0
2025-04-25 17:00:00-05:00,CISO,24817.0,16937.0,2868.0,1134.0,5012.0,3878.0
2025-04-25 18:00:00-05:00,CISO,25610.0,16997.0,2961.0,1133.0,5652.0,4519.0
2025-04-25 19:00:00-05:00,CISO,24710.0,15678.0,3453.0,1134.0,5579.0,4445.0
2025-04-25 20:00:00-05:00,CISO,23118.0,13769.0,3387.0,1134.0,5962.0,4828.0
2025-04-25 21:00:00-05:00,CISO,22633.0,10535.0,3403.0,1134.0,8695.0,7561.0
2025-04-25 22:00:00-05:00,CISO,23515.0,4080.0,3555.0,1134.0,15880.0,14746.0
2025-04-25 23:00:00-05:00,CISO,24823.0,297.0,3367.0,1134.0,21159.0,20025.0
2025-04-26 00:00:00-05:00,CISO,25368.0,-12.0,3189.0,1134.0,22191.0,21057.0
2025-04-26 01:00:00-05:00,CISO,25033.0,-9.0,2889.0,1134.0,22153.0,21019.0
2025-04-26 02:00:00-05:00,CISO,24301.0,-6.0,2795.0,1134.0,21512.0,20378.0
2025-04-26 03:00:00-05:00,CISO,22992.0,-5.0,2536.0,1134.0,20461.0,19327.0
2025-04-26 04:00:00-05:00,CISO,22304.0,-5.0,2482.0,1134.0,19827.0,18693.0
2025-04-26 05:00:00-05:00,CISO,21672.0,-6.0,2239.0,1133.0,19439.0,18306.0
2025-04-26 06:00:00-05:00,CISO,20807.0,-5.0,2036.0,1132.0,18776.0,17644.0
2025-04-26 07:00:00-05:00,CISO,20141.0,-6.0,1851.0,1134.0,18296.0,17162.0
2025-04-26 08:00:00-05:00,CISO,20100.0,-6.0,1728.0,1134.0,18378.0,17244.0
2025-04-26 09:00:00-05:00,CISO,20514.0,-15.0,1645.0,1133.0,18884.0,17751.0
2025-04-26 10:00:00-05:00,CISO,21155.0,1371.0,1830.0,1133.0,17954.0,16821.0
2025-04-26 11:00:00-05:00,CISO,22637.0,7614.0,2021.0,1134.0,13002.0,11868.0
2025-04-26 12:00:00-05:00,CISO,23791.0,10816.0,2104.0,1134.0,10871.0,9737.0
2025-04-26 13:00:00-05:00,CISO,23270.0,11388.0,2296.0,1134.0,9586.0,8452.0
2025-04-26 14:00:00-05:00,CISO,22758.0,12267.0,2261.0,1134.0,8230.0,7096.0
2025-04-26 15:00:00-05:00,CISO,23575.0,13492.0,2102.0,1135.0,7981.0,6846.0
2025-04-26 16:00:00-05:00,CISO,23450.0,13940.0,2349.0,1134.0,7161.0,6027.0
2025-04-26 17:00:00-05:00,CISO,22550.0,13876.0,2816.0,1133.0,5858.0,4725.0
2025-04-26 18:00:00-05:00,CISO,21640.0,12701.0,2520.0,1133.0,6419.0,5286.0
2025-04-26 19:00:00-05:00,CISO,21751.0,11935.0,2814.0,1133.0,7002.0,5869.0
2025-04-26 20:00:00-05:00,CISO,20879.0,11176.0,2772.0,1133.0,6931.0,5798.0
2025-04-26 21:00:00-05:00,CISO,21262.0,8908.0,2570.0,1133.0,9784.0,8651.0
2025-04-26 22:00:00-05:00,CISO,21775.0,3354.0,2991.0,1134.0,15430.0,14296.0
2025-04-26 23:00:00-05:00,CISO,23190.0,145.0,2848.0,1134.0,20197.0,19063.0
2025-04-27 00:00:00-05:00,CISO,23653.0,-42.0,2703.0,1134.0,20992.0,19858.0
2025-04-27 01:00:00-05:00,CISO,23392.0,-42.0,2471.0,1134.0,20963.0,19829.0
2025-04-27 02:00:00-05:00,CISO,22733.0,-40.0,2443.0,1134.0,20330.0,19196.0
2025-04-27 03:00:00-05:00,CISO,22253.0,-38.0,2500.0,1133.0,19791.0,18658.0
2025-04-27 04:00:00-05:00,CISO,21896.0,-38.0,2433.0,1133.0,19501.0,18368.0
2025-04-27 05:00:00-05:00,CISO,21229.0,-38.0,2668.0,1133.0,18599.0,17466.0
2025-04-27 06:00:00-05:00,CISO,20534.0,-39.0,3032.0,1134.0,17541.0,16407.0
2025-04-27 07:00:00-05:00,CISO,20017.0,-41.0,2596.0,1133.0,17462.0,16329.0
2025-04-27 08:00:00-05:00,CISO,20042.0,-40.0,2284.0,1133.0,17798.0,16665.0
2025-04-27 09:00:00-05:00,CISO,20122.0,-39.0,2266.0,1134.0,17895.0,16761.0
2025-04-27 10:00:00-05:00,CISO,20267.0,1161.0,2506.0,1134.0,16600.0,15466.0
2025-04-27 11:00:00-05:00,CISO,21055.0,6934.0,2365.0,1133.0,11756.0,10623.0
2025-04-27 12:00:00-05:00,CISO,21997.0,9909.0,2116.0,1134.0,9972.0,8838.0
2025-04-27 13:00:00-05:00,CISO,21418.0,11257.0,2399.0,1134.0,7762.0,6628.0
2025-04-27 14:00:00-05:00,CISO,21344.0,11181.0,2711.0,1133.0,7452.0,6319.0
2025-04-27 15:00:00-05:00,CISO,21908.0,12221.0,2632.0,1133.0,7055.0,5922.0
2025-04-27 16:00:00-05:00,CISO,22123.0,12670.0,2869.0,1133.0,6584.0,5451.0
2025-04-27 17:00:00-05:00,CISO,22074.0,12248.0,3068.0,1133.0,6758.0,5625.0
2025-04-27 18:00:00-05:00,CISO,21260.0,12372.0,2950.0,1133.0,5938.0,4805.0
2025-04-27 19:00:00-05:00,CISO,20994.0,12044.0,2988.0,1132.0,5962.0,4830.0
2025-04-27 20:00:00-05:00,CISO,20799.0,9591.0,3110.0,1133.0,8098.0,6965.0
2025-04-27 21:00:00-05:00,CISO,21531.0,8534.0,3235.0,1133.0,9762.0,8629.0
2025-04-27 22:00:00-05:00,CISO,22136.0,3555.0,3310.0,1133.0,15271.0,14138.0
2025-04-27 23:00:00-05:00,CISO,23550.0,179.0,3524.0,1133.0,19847.0,18714.0
2025-04-28 00:00:00-05:00,CISO,24140.0,-49.0,3536.0,1133.0,20653.0,19520.0
2025-04-28 01:00:00-05:00,CISO,23750.0,-46.0,3432.0,1133.0,20364.0,19231.0
2025-04-28 02:00:00-05:00,CISO,22754.0,-43.0,3736.0,1134.0,19061.0,17927.0
2025-04-28 03:00:00-05:00,CISO,21513.0,-42.0,4158.0,1134.0,17397.0,16263.0
2025-04-28 04:00:00-05:00,CISO,21153.0,-41.0,4234.0,1133.0,16960.0,15827.0
2025-04-28 05:00:00-05:00,CISO,20964.0,-40.0,4025.0,1134.0,16979.0,15845.0
2025-04-28 06:00:00-05:00,CISO,20164.0,-40.0,3897.0,1134.0,16307.0,15173.0
2025-04-28 07:00:00-05:00,CISO,19657.0,-41.0,3906.0,1134.0,15792.0,14658.0
2025-04-28 08:00:00-05:00,CISO,19932.0,-41.0,3777.0,1133.0,16196.0,15063.0
2025-04-28 09:00:00-05:00,CISO,21620.0,-39.0,3613.0,1134.0,18046.0,16912.0
2025-04-28 10:00:00-05:00,CISO,23267.0,1644.0,3275.0,1134.0,18348.0,17214.0
2025-04-28 11:00:00-05:00,CISO,24420.0,8802.0,3058.0,1134.0,12560.0,11426.0
2025-04-28 12:00:00-05:00,CISO,24342.0,13470.0,2890.0,1134.0,7982.0,6848.0
2025-04-28 13:00:00-05:00,CISO,23758.0,15391.0,2594.0,1134.0,5773.0,4639.0
2025-04-28 14:00:00-05:00,CISO,24457.0,15513.0,2214.0,1135.0,6730.0,5595.0
2025-04-28 15:00:00-05:00,CISO,23728.0,15748.0,1743.0,1134.0,6237.0,5103.0
2025-04-28 16:00:00-05:00,CISO,23184.0,15828.0,1487.0,1134.0,5869.0,4735.0
2025-04-28 17:00:00-05:00,CISO,22578.0,14968.0,1522.0,1135.0,6088.0,4953.0
2025-04-28 18:00:00-05:00,CISO,21334.0,14256.0,1737.0,1135.0,5341.0,4206.0
2025-04-28 19:00:00-05:00,CISO,21103.0,13242.0,2060.0,1134.0,5801.0,4667.0
2025-04-28 20:00:00-05:00,CISO,21352.0,11695.0,2828.0,1134.0,6829.0,5695.0
2025-04-28 21:00:00-05:00,CISO,22187.0,11449.0,3398.0,1135.0,7340.0,6205.0
2025-04-28 22:00:00-05:00,CISO,23554.0,5868.0,3797.0,1135.0,13889.0,12754.0
2025-04-28 23:00:00-05:00,CISO,25342.0,424.0,3854.0,1134.0,21064.0,19930.0
2025-04-29 00:00:00-05:00,CISO,25826.0,-22.0,3879.0,1134.0,21969.0,20835.0
2025-04-29 01:00:00-05:00,CISO,25149.0,-44.0,3678.0,1134.0,21515.0,20381.0
2025-04-29 02:00:00-05:00,CISO,23917.0,-51.0,3251.0,1134.0,20717.0,19583.0
2025-04-29 03:00:00-05:00,CISO,22570.0,-51.0,2671.0,1134.0,19950.0,18816.0
2025-04-29 04:00:00-05:00,CISO,21860.0,-50.0,2336.0,1134.0,19574.0,18440.0
2025-04-29 05:00:00-05:00,CISO,21130.0,-48.0,2329.0,1134.0,18849.0,17715.0
2025-04-29 06:00:00-05:00,CISO,20555.0,-48.0,2070.0,1134.0,18533.0,17399.0
2025-04-29 07:00:00-05:00,CISO,20577.0,-48.0,1892.0,1134.0,18733.0,17599.0
2025-04-29 08:00:00-05:00,CISO,21039.0,-49.0,1684.0,1134.0,19404.0,18270.0
2025-04-29 09:00:00-05:00,CISO,22014.0,-46.0,1460.0,1134.0,20600.0,19466.0
2025-04-29 10:00:00-05:00,CISO,23437.0,1888.0,1300.0,1134.0,20249.0,19115.0
2025-04-29 11:00:00-05:00,CISO,24357.0,10405.0,1095.0,1134.0,12857.0,11723.0
2025-04-29 12:00:00-05:00,CISO,24265.0,15126.0,1040.0,1134.0,8099.0,6965.0
2025-04-29 13:00:00-05:00,CISO,24212.0,16048.0,878.0,1134.0,7286.0,6152.0
2025-04-29 14:00:00-05:00,CISO,23801.0,15276.0,766.0,1135.0,7759.0,6624.0
2025-04-29 15:00:00-05:00,CISO,23537.0,15832.0,473.0,1135.0,7232.0,6097.0
2025-04-29 16:00:00-05:00,CISO,22816.0,15139.0,568.0,1136.0,7109.0,5973.0
2025-04-29 17:00:00-05:00,CISO,22836.0,15192.0,770.0,1136.0,6874.0,5738.0
2025-04-29 18:00:00-05:00,CISO,21404.0,14836.0,1234.0,1135.0,5334.0,4199.0
2025-04-29 19:00:00-05:00,CISO,21885.0,14443.0,1696.0,1135.0,5746.0,4611.0
2025-04-29 20:00:00-05:00,CISO,21951.0,13339.0,2414.0,1135.0,6198.0,5063.0
2025-04-29 21:00:00-05:00,CISO,23501.0,11650.0,3004.0,1136.0,8847.0,7711.0
2025-04-29 22:00:00-05:00,CISO,25053.0,6292.0,3029.0,1135.0,15732.0,14597.0
2025-04-29 23:00:00-05:00,CISO,26359.0,405.0,2931.0,1135.0,23023.0,21888.0
2025-04-30 00:00:00-05:00,CISO,26718.0,-31.0,2961.0,1136.0,23788.0,22652.0
2025-04-30 01:00:00-05:00,CISO,26086.0,-42.0,3216.0,1136.0,22912.0,21776.0
2025-04-30 02:00:00-05:00,CISO,24827.0,-41.0,3193.0,1135.0,21675.0,20540.0
2025-04-30 03:00:00-05:00,CISO,23251.0,-39.0,3200.0,1136.0,20090.0,18954.0
2025-04-30 04:00:00-05:00,CISO,22568.0,-39.0,3096.0,1136.0,19511.0,18375.0
2025-04-30 05:00:00-05:00,CISO,21855.0,-36.0,3096.0,1135.0,18795.0,17660.0
2025-04-30 06:00:00-05:00,CISO,21357.0,-36.0,3033.0,1135.0,18360.0,17225.0
2025-04-30 07:00:00-05:00,CISO,20793.0,-37.0,2915.0,1135.0,17915.0,16780.0
2025-04-30 08:00:00-05:00,CISO,20984.0,-37.0,2690.0,1135.0,18331.0,17196.0
2025-04-30 09:00:00-05:00,CISO,21851.0,-35.0,2539.0,1134.0,19347.0,18213.0
2025-04-30 10:00:00-05:00,CISO,23320.0,1733.0,2304.0,1134.0,19283.0,18149.0
2025-04-30 11:00:00-05:00,CISO,24675.0,8888.0,1975.0,1134.0,13812.0,12678.0
2025-04-30 12:00:00-05:00,CISO,24930.0,14159.0,1667.0,1133.0,9104.0,7971.0
2025-04-30 13:00:00-05:00,CISO,24566.0,15268.0,1396.0,1133.0,7902.0,6769.0
2025-04-30 14:00:00-05:00,CISO,24550.0,16168.0,1417.0,1132.0,6965.0,5833.0
2025-04-30 15:00:00-05:00,CISO,23329.0,16834.0,1559.0,1133.0,4936.0,3803.0
2025-04-30 16:00:00-05:00,CISO,23358.0,17159.0,1296.0,1132.0,4903.0,3771.0
2025-04-30 17:00:00-05:00,CISO,23335.0,16679.0,1600.0,1132.0,5056.0,3924.0
2025-04-30 18:00:00-05:00,CISO,22170.0,16088.0,1946.0,1132.0,4136.0,3004.0
